date,inflation,inflation.pcepilfe.yoy,inflation.expectations,exp.ma4,exp.ma4.yoy,exp.ma4.model
2000-01-01,2.0906346422542867,1.7059995824237006,1.676908197703065,1.7059918765935795,1.4230509919257894,2.2040854652514446
2000-04-01,1.3894956937376903,1.707735125246046,1.6375537354782477,1.7068348521479675,1.532575668139402,2.315391521546868
2000-07-01,1.928692989322909,1.8215162297431142,1.8237219079635756,1.8219603790749614,1.6672507519438273,1.760685584347303
2000-10-01,1.9724770981243231,1.8462172643866737,1.807241199321814,1.8453251058598021,1.7703670504498836,2.0156248725100925
2001-01-01,2.5956095386702636,1.9715775731639518,2.0416268260776924,1.9715688299637963,1.8367615481349464,2.3080811956212988
2001-04-01,1.509425830180412,2.000667617971974,1.9376592544132003,2.001551364074477,1.9099946713164284,2.304688782739033
2001-07-01,1.0275639031076593,1.7771495696306872,1.649510444690897,1.7762690925206643,1.8989030062883216,1.7493172437467674
2001-10-01,1.9274125005292755,1.7645609805428286,1.5409733796232588,1.7650029431219025,1.8784889353273604,1.486547379333894
2002-01-01,1.2278566390732422,1.4230709227453175,1.5315294038458511,1.4230647182226472,1.7413622727227018,1.8239650416371993
2002-04-01,2.1965552789116254,1.5944234692677028,1.7275380161694,1.5948470804054506,1.639801235546634,1.7187727923755138
2002-07-01,2.1228956179785925,1.868671931280197,1.7500463858476885,1.8686800091231839,1.6626818259590115,1.8659634505976395
2002-10-01,1.4209788651872215,1.742071600287698,1.8317652157733675,1.7420716002876704,1.6570594808952288,2.057164193341276
2003-01-01,1.2322096829790545,1.7435927626340941,1.6511586509539062,1.7431598612641235,1.737189940867423,1.7418952573132265
2003-04-01,1.5133294061205556,1.5732144562210948,1.5164295343337184,1.572353393066356,1.731887687605771,1.6686099916975519
2003-07-01,1.8266957194657893,1.4978751685029934,1.5868564372529257,1.4983034184381552,1.63918849691147,1.6984280871265047
2003-10-01,1.7881526975654514,1.5900968765326873,1.6814419148909754,1.5900968765327128,1.6011948159727174,1.7896088612143553
2004-01-01,2.1914282725451524,1.8307369318538491,1.7743163604383614,1.829901523924237,1.6229808582776561,1.7468910034902758
2004-04-01,2.2841639238049334,2.022194825246526,1.8380488498074024,2.0226101533453313,1.735225950534014,1.8025286082143324
2004-07-01,1.4278355739396427,1.9228951169637298,1.7962759317955657,1.922895116963795,1.841480937649198,1.823985528754923
2004-10-01,2.164349322108418,2.0165326581488507,1.8051644535428193,2.0169442730995364,1.948089883053239,1.6821646327253885
2005-01-01,2.8350063303863764,2.1770033796301824,1.920612556084392,2.1778387875598426,2.0346564949973223,1.6872653423041024
2005-04-01,1.9765206556777741,2.101343298626812,1.899513945600018,2.1009279705280526,2.054443613342394,1.9001578256722313
2005-07-01,1.553797244928272,2.1328235032569864,1.827958811829157,2.13241838827521,2.106925709915708,1.786307464178837
2005-10-01,2.66486765002156,2.2583620102173185,1.8717369153711403,2.2575479702534955,2.167383047932825,1.7082201167355562
2006-01-01,2.3112823271936747,2.1266169694553305,1.8822649632119681,2.1266169694553203,2.154786445389112,1.8433695415641704
2006-04-01,3.17541688905481,2.4259440834770274,2.1625889434776324,2.4263410277995794,2.2359366416016657,1.832555485639233
2006-07-01,2.14724806322511,2.5742986173920457,2.1581253916769443,2.5747037323737887,2.3463054201354305,2.026325983807955
2006-10-01,1.7208597734236868,2.3379062139544438,2.1401314125878304,2.3387017632243206,2.366191471069712,1.8618209948072404
2007-01-01,2.7502503052502183,2.4476628951195067,2.0807928946687815,2.448443757738456,2.446452952485756,1.7827502802718005
2007-04-01,1.6597825190801865,2.069543295741205,1.947448184145578,2.0695351652448,2.3573527555518003,1.9090501281437278
2007-07-01,1.9594763503102037,2.0222053232147097,1.9657536310692652,2.022592237016074,2.2193294320074664,1.7695957148965014
2007-10-01,2.7530632279392857,2.281420483369345,2.013254628639121,2.2806431006449737,2.2052079993611917,1.8727589413047487
2008-01-01,2.115506730391908,2.1223558365057293,2.1007687875088816,2.121957206930396,2.1238812347077474,1.9419302187472338
2008-04-01,1.6752513330248857,2.126213224242779,2.106403319901789,2.1258244104165707,2.138048716833141,1.94082580840323
2008-07-01,2.036532051190052,2.1454752494379115,1.9642827644190952,2.145088335636533,2.1688661983889412,1.9000288326994805
2008-10-01,-0.3182360797512198,1.3776372538164772,1.6998569743295147,1.3772635087139065,1.9429203910007242,1.904091507318471
2009-01-01,0.0,0.8483900552198165,1.7098965589675046,0.8483868261159295,1.624428945679246,1.694742943055906
2009-04-01,1.5614735791017278,0.8199423876351197,1.4776103342288738,0.8199423876351399,1.2978612365273312,1.6213857432562973
2009-07-01,1.4154824523408214,0.6650561802173272,1.6308579076852723,0.6646799879228323,0.9277564692221851,1.7619863670036668
2009-10-01,2.4841725603049034,1.3648980075887884,1.8760280505817077,1.3652821479368633,0.924571657665263,1.9427150082335443
2010-01-01,1.3660068251805304,1.7075354468245152,1.7618325970627093,1.7067838542319957,1.1393580055664376,1.9653234619596238
2010-04-01,1.0805386935834689,1.5858069616666803,1.8190316546765883,1.5865501328524312,1.3308241490743278,1.7189476360112996
2010-07-01,0.6104184443792973,1.3852789554692713,1.6447104310757599,1.38528413086205,1.5108798428873138,1.767781177603685
2010-10-01,1.2624336755702825,1.07984539424546,1.637812781331699,1.0798494096783948,1.4396166895514817,1.6245812149965118
2011-01-01,1.7536701214174104,1.1763926450848672,1.598339907595363,1.1767652337376147,1.3068309891165697,1.8554551353818405
2011-04-01,2.335116998683773,1.490420804216619,1.7514402724192115,1.4904098100126908,1.2829844497540543,1.7898201580196516
2011-07-01,1.8189719107503326,1.7921771597037228,1.7683834352089494,1.7925481766054496,1.3847090008126672,1.9306788677303772
2011-10-01,1.4231006705793543,1.8323450775685757,1.8150519242463958,1.8327149253577175,1.5728339216434462,1.741796274265405
2012-01-01,2.515116856447345,2.023437464269673,1.8978564772926547,2.0230766091152015,1.7845951264396476,1.7410371942794658
2012-04-01,1.650752094368467,1.8530769290380888,1.7401820875876413,1.8519853830363746,1.875259157645015,1.881102261928409
2012-07-01,1.1540664057390024,1.6861173404603136,1.8065638236023265,1.6857590067835422,1.8487442028341627,1.854246193033735
2012-10-01,1.7676931878138784,1.7715503812059552,1.7954824051239455,1.7719071360921732,1.8335455287435076,1.6766459737652954
2013-01-01,1.55527504012865,1.5322965639634312,1.697258847456013,1.5319466820124994,1.7107603036669472,1.7526996622098099
2013-04-01,1.128482674143586,1.401374325965321,1.7138370552113877,1.401379326956279,1.5978346528987553,1.7898461659726916
2013-07-01,1.5703104550479339,1.5054349851957305,1.7541741257794885,1.505440339283512,1.5526640640826095,1.7339289045949586
2013-10-01,1.724468530317826,1.4942880038664619,1.712230821965011,1.494634174909499,1.4833484697477362,1.7366188170865966
2014-01-01,1.2590610606938841,1.4198699429453399,1.683119320914272,1.4205806800508076,1.4552418144932133,1.7896517826168306
2014-04-01,1.7451705204423562,1.5737006072903625,1.7580209660852402,1.5747526416255,1.4983233848244737,1.7170955807935946
2014-07-01,1.4957818048588702,1.5561150288164072,1.653166408407792,1.5561204790782341,1.5109933957296429,1.7458579892063697
2014-10-01,1.0828264200230755,1.3967594672498862,1.6414242233015308,1.3957099515045466,1.486611261575499,1.6721035188334665
2015-01-01,0.6690528334932455,1.2482078947043895,1.5314602241679542,1.2482078947043869,1.4436957495152614,1.683026846067563
2015-04-01,1.7773111720890935,1.2572852004987034,1.6023484381745476,1.2562430576160712,1.3645918978173466,1.4596116926009932
2015-07-01,1.2876477520079965,1.2035186444470547,1.4508084808593207,1.2042095444033527,1.2764428017250085,1.7561906944233776
2015-10-01,0.9959057800024025,1.1817902778029854,1.5464078653239974,1.1824793843981845,1.2227005043632833,1.677735133191531
2016-01-01,1.6693607761738383,1.4328974592000776,1.5692840428216814,1.4325563700683326,1.2688728954872053,1.5867210583449143
2016-04-01,2.187894509203948,1.535196956330953,1.577509927916489,1.5352022043470464,1.3383508344452677,1.4983551088300626
2016-07-01,1.734444279165855,1.6469069448101337,1.5785017168465971,1.6469013361365108,1.4491979095360374,1.6817864441202253
2016-10-01,1.3716588141357247,1.7418553194533892,1.5787684712073702,1.7408395946698416,1.5892141699486384,1.5772717493666484
2017-01-01,1.8537581789216526,1.786932904446914,1.596382165196261,1.7869389453567952,1.6777230312603475,1.5473016054798874
2017-04-01,1.3366192589592913,1.573780904235278,1.5003579902656954,1.574120132795631,1.6873690182364287,1.4326503683845644
2017-07-01,1.2083392536269568,1.4425987139752294,1.5575040129782587,1.4425938764109065,1.6362919605277026,1.4626942985004716
2017-10-01,1.7738741818884816,1.5424745103445936,1.5608161087658505,1.5431477183490956,1.5864467582505037,1.5029566806810475
2018-01-01,2.5374757999353927,1.7137420753806865,1.460427419740097,1.7140771236025305,1.5681490509839469,1.4284494382413027
2018-04-01,2.140338868747758,1.9153346226210566,1.3007973259960663,1.9150070260496472,1.6535374805803915,1.4018139091446313
2018-07-01,1.2755926366054227,1.9318267415814105,1.30732809443416,1.9318203717942635,1.7758444874819368,1.1590152056392033
2018-10-01,1.8609412536328696,1.9539121775566493,1.450381803761274,1.9535871397303606,1.8787039042849507,1.4245616854818248
2019-01-01,1.6037702248977677,1.71983700770042,1.495823759196925,1.7201607459709545,1.880227637364884,1.6090233854181015
2019-04-01,1.6824827821667863,1.6060138834724569,1.511310016430728,1.6056967243257114,1.8028974525777341,1.5567129544054277
